original_column,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
184_Ergonomia.txt.txt,0.0,13.338274,3.2348168,0.0,0.0,3.296218,0.0,0.0,0.0,0.0,0.0,7.119111,6.6909103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.330519,2.6847234,0.0,0.0,0.0,0.0,5.7026258,0.0,4.9901724,0.0,0.0,0.0,8.065411,0.0,0.0,0.92827314,0.0,0.0,6.6746054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.918206,0.17140724,0.0
105_Marketing_Digital.txt.txt,0.9141215,0.7418411,0.0,0.7683198,0.0,2.5153635,0.4714125,0.0,0.0,0.0,2.1390986,0.3240064,0.5838996,1.0172037,2.0383487,0.5893119,0.0,0.0,3.1779757,0.0,0.0,0.0,0.11258872,0.0,0.0,0.0,1.0171797,0.0,0.0,2.0026088,0.0,0.0,0.0,0.0,0.0,0.0,2.0873213,0.7204425,0.0,1.6005608,0.0,0.0,2.608791,0.0,0.0,0.0,0.0,1.8161922,0.7081589,0.0,1.6921215,0.0,0.0,2.441927,0.89564914,0.0,1.4466202,2.2330127,0.7286057,0.0
32_Emprendimiento.txt.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9583641,0.0,0.0,0.0,2.8105056,0.0,0.0,0.0,10.536939,0.0,0.0,0.0,0.0,5.154079,0.0,0.0,7.58703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.663994,0.0,0.0,13.681719,0.0,0.0,0.0,0.0,8.232124,11.746761,0.0,0.0,0.0,5.3586493,3.8202007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3425117,0.0,2.269645
185_Ingenieria_de_la_Calidad_+_Lab.txt.txt,0.0,6.234927,0.0,0.0,0.0,3.7457404,0.0,6.2901473,0.0,0.0,0.0,0.0,0.0,1.5039828,3.5550077,0.0,7.4128804,0.0,6.801209,0.0,5.121479,0.0,2.874287,0.0,0.9552233,0.0,0.0,0.0,0.0,0.0,5.9706817,0.0,0.0,4.8697057,0.0,0.33747026,0.03971658,5.0122366,0.0,0.0,0.9044321,0.0,0.0,0.0,2.4021988,12.283866,4.601045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_Aprendizaje_y_Servicio_PASEC.txt.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3306162,0.0,0.0,2.149588,0.0,0.0,0.0,2.3999126,0.0,0.0,8.006292,0.0,0.0,0.0,0.0,8.344502,0.0,0.0,8.131262,10.261979,0.0,0.0,0.0,0.0,10.320812,4.494304,0.0,0.0,2.5709443,0.0,0.0,0.0,0.0,0.0,11.675421,0.0,0.0,0.0,0.0,0.0,8.963988,0.0,0.0,0.0,0.0,0.0,0.0,2.9678776,0.0,0.0
34_Inteligencia_Artificial.txt.txt,0.0,0.0,1.0607047,0.0,0.0,0.0,5.8740544,6.3090296,0.0,0.0,0.0,2.2121043,12.8323765,0.0,0.0,1.1650898,0.0,4.4859333,0.0,0.0,0.0,4.032906,0.0,0.0,8.434327,0.0,3.4036276,10.49504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.680494,0.0,6.720809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76853,0.0,0.0,0.0,2.3670979,0.0,0.0,0.0,0.0,0.0,0.0
3_Calculo_Diferencial_+_Ej.txt.txt,0.7288792,0.0,0.0,7.6453586,0.0,3.3873518,3.8958013,0.0,0.0,0.0,0.0,0.0,2.1233504,8.653377,0.0,0.0,0.0,0.54853773,0.0,0.0,0.0,6.789434,0.0,0.45365694,0.0,0.0,0.0,3.6187606,1.5417234,0.0,0.0,5.3637214,0.0,0.0,2.1007879,0.0,1.6787509,0.0,0.0,0.0,0.0,0.0,0.0,9.874132,0.0,3.4811785,0.0,0.0,0.0,0.0,1.0856758,0.7130986,2.2934117,0.0,0.0,0.3749333,9.401935,0.0,0.0,0.0
11_Ser_y_Cosmos.txt.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5528522,0.0,2.6735218,3.3112094,0.0,0.0,0.0,3.1388903,6.1390285,7.7034917,0.0,7.7072916,0.0,0.0,7.422488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8205986,4.449756,0.0,7.7566576,0.0,0.0,9.103495,0.0,0.0,10.675578,0.0,6.0332375,0.0,0.0,0.0,0.0
89_Ensenanza_Integrada_de_CITIAM.txt.txt,3.7789328,0.0,0.0,0.0,12.561442,0.0,0.0,0.0,0.0,5.5077214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.113323,0.0,0.0,6.993925,8.013421,0.0,0.0,4.4651284,0.0,0.0,0.0,7.6779623,0.0,0.0,0.0,8.527595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.057029,0.0,0.0,0.0,5.845587,0.0,6.552288,0.0,0.0,0.0
155_Logica_y_Teoria_de_Conjuntos.txt.txt,0.0,0.0,0.0,3.3446448,0.0,0.0,1.0151937,0.0,0.0,0.0,0.2085512,0.31173322,1.5802386,0.0,0.0,0.0,0.0,0.0,0.0,1.2891327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909891,0.0,0.0,1.491068,0.0,0.0,0.0,0.0,1.2678285,3.450969,0.0,0.9992362,0.0,0.0,0.18122882,0.0,0.0,0.0,1.6605365,0.51567155,0.0,0.0,0.44108677,0.0,0.0,0.0,0.0,0.0
26_Electronica_Basica_+Lab.txt.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.394607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.351387,0.0,0.0,13.617094,0.0,0.0,0.0,9.229288,0.0,0.0,0.0,0.0,0.0,15.636818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.687976,0.0,3.2704492,0.0,0.0,0.0,5.8425894,3.4977615,0.0,1.2203072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.084171,0.0,0.0
